59.1709720053;29.8001854645;1618687681.54;
58.8689979111;30.0900598297;1618687681.77;
58.7985798099;30.1623974326;1618687682.0;
58.5356094912;30.1791409675;1618687682.24;
58.5955945194;30.2535183298;1618687682.47;
59.0286038916;30.0685188499;1618687682.71;
58.5139830998;30.7067134023;1618687682.94;
58.7857504039;30.1841353643;1618687683.18;
59.3052173751;29.7723012173;1618687683.42;
58.7968231683;30.1529190754;1618687683.65;
59.8250712446;29.2497089507;1618687683.89;
58.8372869211;30.1004701773;1618687684.12;
59.0144452282;29.9284952905;1618687684.36;
58.441686049;30.3712204979;1618687684.59;
58.3207161215;30.5268967345;1618687684.83;
59.5163381632;29.3610451069;1618687685.06;
59.0891126528;30.0882653981;1618687685.3;
58.8895295589;30.0336972791;1618687685.53;
59.4897372563;29.5082198318;1618687685.77;
58.8500565144;30.043027306;1618687686.0;
58.3627732346;30.7773995169;1618687686.24;
58.9500803705;30.2429066093;1618687686.47;
58.7363536075;30.4559191904;1618687686.71;
59.0447551542;30.1069294744;1618687686.94;
58.8286835061;29.9761502342;1618687687.18;
58.4567337506;30.452261265;1618687687.42;
59.4983376101;29.5112129614;1618687687.65;
58.4223792919;30.4870484264;1618687687.89;
58.3523687379;30.6282958133;1618687688.12;
58.50900702;30.4335596864;1618687688.36;
58.6694953719;30.0592773925;1618687688.59;
59.1800790845;29.9933079539;1618687688.83;
58.7028845219;30.3680069006;1618687689.06;
57.6314763901;31.2361636368;1618687689.3;
58.8463696936;30.0228488974;1618687689.53;
57.9716633888;30.9786378256;1618687689.77;
59.0385487561;30.1752709455;1618687690.0;
58.7023838691;30.3623780445;1618687690.24;
58.9528456088;29.9391997763;1618687690.47;
59.0907756977;29.9551197519;1618687690.71;
58.305407175;30.4760904429;1618687690.95;
58.8020218041;30.086393737;1618687691.18;
58.7002317055;30.2182994524;1618687691.42;
58.6992807719;30.421078769;1618687691.65;
58.3562444074;30.65138422;1618687691.89;
58.4009425714;30.3201861389;1618687692.12;
59.4369395115;29.5281371528;1618687692.36;
58.7913487715;30.2173331824;1618687692.59;
59.1152240533;29.6260818795;1618687692.83;
58.3008038628;30.6572193305;1618687693.07;
58.9653052237;29.8433594767;1618687693.3;
58.7538305287;30.1794245244;1618687693.54;
58.8352044899;30.0587176322;1618687693.77;
58.7320517131;30.1411245847;1618687694.01;
58.9383477837;29.8186684335;1618687694.24;
58.1808284764;30.6460604648;1618687694.48;
58.9642827518;30.2266288905;1618687694.71;
58.8925846462;29.8726151171;1618687694.95;
58.6313553983;30.2111445703;1618687695.18;
59.0238981207;30.0492348524;1618687695.42;
8.9074260694;30.0587940493;1618687695.65;
58.3730209662;30.6344448741;1618687695.89;
59.0082169158;30.0493275115;1618687696.13;
58.9461316946;30.1568984169;1618687696.36;
58.9215541325;30.0019248438;1618687696.6;
58.805740848;30.1715117146;1618687696.83;
58.3210076255;30.6777399062;1618687697.07;
58.9377455399;29.9779931515;1618687697.3;
58.2763542701;30.8072684911;1618687697.54;
57.5866090634;31.2058793293;1618687697.77;
58.686361299;30.2662492436;1618687698.01;
58.4324160019;30.6378573876;1618687698.25;
58.7982204879;30.2253959738;1618687698.48;
58.9011947568;30.1483012983;1618687698.72;
58.6922604121;30.389893925;1618687698.95;
59.4202853;29.6749497918;1618687699.19;
58.8528561408;30.0333303957;1618687699.42;
58.6012338852;30.5719111388;1618687699.66;
59.012415798;29.9231039271;1618687699.89;
59.2061351774;29.6905932466;1618687700.13;
58.9554864337;30.0725205578;1618687700.36;
58.7935291251;30.2515165806;1618687700.6;
58.6056899162;30.4187899608;1618687700.83;
58.4248101612;30.5324205136;1618687701.07;
59.62082135;29.3917263329;1618687701.31;
58.4854104881;30.4695293633;1618687701.54;
58.4125351335;30.4957769572;1618687701.78;
58.7606657707;30.1470314238;1618687702.01;
57.8798939545;31.1695016708;1618687702.25;
59.5960489593;29.3797209488;1618687702.48;
59.1933946363;29.7862564115;1618687702.72;
58.0063942683;30.8473475324;1618687702.95;
57.9272567904;30.7876975746;1618687703.19;
58.5079356279;30.4999986556;1618687703.42;
59.5911419975;29.2801569419;1618687703.66;
59.4264517066;29.7571621481;1618687703.89;
58.0651182289;30.9176164074;1618687704.13;
59.3720778461;29.6165345845;1618687704.37;
58.616473734;30.3351653878;1618687704.6;
58.9393533043;30.0565311599;1618687704.84;
58.834796707;30.3458543676;1618687705.07;
58.6052226372;30.255600577;1618687705.31;
58.7020161599;30.2767986776;1618687705.54;
59.6192130188;29.4846759732;1618687705.78;
58.7942108333;29.9641165992;1618687706.01;
58.6637774831;30.3145374903;1618687706.25;
58.2120870077;30.8485213024;1618687706.49;
58.7263662871;30.4787059788;1618687706.72;
58.2404788986;30.6220708916;1618687706.96;
58.7776030942;30.3748082017;1618687707.19;
58.216438509;30.792869825;1618687707.43;
58.4514006404;30.7419103645;1618687707.66;
58.7858980194;30.2664588527;1618687707.9;
59.0183292041;29.9286584538;1618687708.13;
58.9363197511;30.2206760197;1618687708.37;
58.9071252511;29.8586148492;1618687708.6;
8.5729766455;30.5137869382;1618687708.84;
59.4748644547;29.3785694606;1618687709.31;
58.6401396523;30.3229451147;1618687709.54;
58.7713051727;29.9481420644;1618687709.78;
58.7614186471;30.2891614486;1618687710.01;
58.6277281441;30.3597422897;1618687710.25;
58.7727232423;30.2124323598;1618687710.49;
59.0300718491;29.9372108963;1618687710.72;
58.5509064145;30.4248419951;1618687710.96;
59.1112929413;29.6748524184;1618687711.19;
59.083518064;30.0061136464;1618687711.43;
59.2781834175;29.7273026792;1618687711.66;
58.8282026172;30.2453238154;1618687711.9;
58.7894567661;30.242332065;1618687712.13;
59.9013703707;29.255761261;1618687712.37;
58.3459553884;30.609974078;1618687712.61;
58.5968286543;30.5520452813;1618687712.84;
59.4516247579;29.3654784954;1618687713.08;
58.7647183279;30.0278121301;1618687713.31;
58.5003210703;30.5498484306;1618687713.55;
58.444922445;30.5625762596;1618687713.78;
59.0406241198;29.9545805222;1618687714.02;
59.3054699025;29.4714056238;1618687714.25;
58.8690562943;30.319788255;1618687714.49;
59.1514057993;29.7778881106;1618687714.72;
58.6341136821;30.4487137246;1618687714.96;
59.0457156201;30.0552689412;1618687715.19;
59.3882926798;29.7613630482;1618687715.43;
56.9859442984;32.2302080534;1618687715.66;
57.8772714167;31.1975144975;1618687715.9;
58.3474552853;30.4588279972;1618687716.13;
58.7960410678;30.1618509377;1618687716.37;
58.6710209567;30.3208019686;1618687716.61;
58.6058713559;30.4056818382;1618687716.84;
59.2410000535;29.9611560075;1618687717.08;
58.4764639496;30.565304191;1618687717.31;
58.6208741697;30.4925029356;1618687717.55;
58.4057020648;30.3897977587;1618687717.78;
58.6384623983;30.1452535203;1618687718.02;
58.5185381006;30.4310202624;1618687718.25;
58.8483159616;30.1591156262;1618687718.49;
58.8403688562;30.2612011723;1618687718.72;
1618687719.2;58.4012277787;30.7107369873;
1618687719.43;59.5469730657;29.3519390609;
58.3533971196;30.3916951652;1618687719.9;
58.5733574209;30.359313232;1618687720.14;
58.9659283367;30.1257632173;1618687720.37;
59.4723995999;29.604367454;1618687720.61;
59.2176806264;29.886505227;1618687720.84;
58.4409176864;30.5074345858;1618687721.08;
59.0119818251;29.9997466591;1618687721.31;
58.7554723328;30.208454264;1618687721.55;
58.3619686741;30.58321889;1618687721.79;
58.749578123;30.2188646554;1618687722.02;
58.4806848206;30.6415283245;1618687722.26;
58.5937589957;30.4652969569;1618687722.49;
58.8577408702;30.0998774585;1618687722.73;
58.2970983915;30.6984383575;1618687722.96;
58.4983969316;30.6177102914;1618687723.2;
58.2173644218;30.8492252386;1618687723.43;
58.5150595868;30.298426955;1618687723.67;
58.7229473084;30.4582832051;1618687723.91;
58.3305136442;30.7558542991;1618687724.14;
59.0649194445;30.1404586812;1618687724.38;
58.3265945083;30.4899758773;1618687724.61;
58.5495849535;30.5757793656;1618687724.85;
58.9303384574;30.0880011615;1618687725.08;
58.9445891119;29.9315673965;1618687725.32;
